aircraft,system,cycle,value,source
DEMO-010,brakes,37,6.009,synthetic-v1
DEMO-010,brakes,38,6.083,synthetic-v1
DEMO-010,brakes,39,6.196,synthetic-v1
DEMO-010,brakes,40,6.362,synthetic-v1
DEMO-010,brakes,41,6.567,synthetic-v1
DEMO-010,brakes,42,6.78,synthetic-v1
DEMO-010,brakes,43,6.966,synthetic-v1
DEMO-010,brakes,44,7.103,synthetic-v1
DEMO-010,brakes,45,7.191,synthetic-v1
DEMO-010,brakes,46,7.256,synthetic-v1
DEMO-010,brakes,47,7.334,synthetic-v1
DEMO-010,brakes,48,7.455,synthetic-v1
DEMO-010,brakes,49,7.628,synthetic-v1
DEMO-010,brakes,50,7.837,synthetic-v1
DEMO-010,brakes,51,8.048,synthetic-v1
DEMO-010,brakes,52,8.227,synthetic-v1
DEMO-010,brakes,53,8.356,synthetic-v1
DEMO-010,brakes,54,8.438,synthetic-v1
DEMO-010,brakes,55,8.503,synthetic-v1
DEMO-010,brakes,56,8.586,synthetic-v1
DEMO-010,brakes,57,8.715,synthetic-v1
DEMO-010,brakes,58,8.895,synthetic-v1
DEMO-010,brakes,59,9.106,synthetic-v1
DEMO-010,brakes,60,9.315,synthetic-v1
DEMO-010,hydraulic,1,1.0,synthetic-v1
DEMO-010,hydraulic,2,1.0,synthetic-v1
DEMO-010,hydraulic,3,1.0,synthetic-v1
DEMO-010,hydraulic,4,1.0,synthetic-v1
DEMO-010,hydraulic,5,1.0,synthetic-v1
DEMO-010,hydraulic,6,1.0,synthetic-v1
DEMO-010,hydraulic,7,1.0,synthetic-v1
DEMO-010,hydraulic,8,1.0,synthetic-v1
DEMO-010,hydraulic,9,1.0,synthetic-v1
DEMO-010,hydraulic,10,1.0,synthetic-v1
DEMO-010,hydraulic,11,1.0,synthetic-v1
DEMO-010,hydraulic,12,1.0,synthetic-v1
DEMO-010,hydraulic,13,1.0,synthetic-v1
DEMO-010,hydraulic,14,1.0,synthetic-v1
DEMO-010,hydraulic,15,1.0,synthetic-v1
DEMO-010,hydraulic,16,1.0,synthetic-v1
DEMO-010,hydraulic,17,1.0,synthetic-v1
DEMO-010,hydraulic,18,1.0,synthetic-v1
DEMO-010,hydraulic,19,1.0,synthetic-v1
DEMO-010,hydraulic,20,1.0,synthetic-v1
DEMO-010,hydraulic,21,1.0,synthetic-v1
DEMO-010,hydraulic,22,1.0,synthetic-v1
DEMO-010,hydraulic,23,1.0,synthetic-v1
DEMO-010,hydraulic,24,1.037,synthetic-v1
DEMO-010,hydraulic,25,1.069,synthetic-v1
DEMO-010,hydraulic,26,1.084,synthetic-v1
DEMO-010,hydraulic,27,1.091,synthetic-v1
DEMO-010,hydraulic,28,1.1,synthetic-v1
DEMO-010,hydraulic,29,1.123,synthetic-v1
DEMO-010,hydraulic,30,1.163,synthetic-v1
DEMO-010,hydraulic,31,1.217,synthetic-v1
DEMO-010,hydraulic,32,1.272,synthetic-v1
DEMO-010,hydraulic,33,1.318,synthetic-v1
DEMO-010,hydraulic,34,1.347,synthetic-v1
DEMO-010,hydraulic,35,1.36,synthetic-v1
DEMO-010,hydraulic,36,1.366,synthetic-v1
DEMO-010,hydraulic,37,1.377,synthetic-v1
DEMO-010,hydraulic,38,1.402,synthetic-v1
DEMO-010,hydraulic,39,1.445,synthetic-v1
DEMO-010,hydraulic,40,1.499,synthetic-v1
DEMO-010,hydraulic,41,1.554,synthetic-v1
DEMO-010,hydraulic,42,1.598,synthetic-v1
DEMO-010,hydraulic,43,1.624,synthetic-v1
DEMO-010,hydraulic,44,1.635,synthetic-v1
DEMO-010,hydraulic,45,1.641,synthetic-v1
DEMO-010,hydraulic,46,1.654,synthetic-v1
DEMO-010,hydraulic,47,1.682,synthetic-v1
DEMO-010,hydraulic,48,1.727,synthetic-v1
DEMO-010,hydraulic,49,1.782,synthetic-v1
DEMO-010,hydraulic,50,1.836,synthetic-v1
DEMO-010,hydraulic,51,1.877,synthetic-v1
DEMO-010,hydraulic,52,1.901,synthetic-v1
DEMO-010,hydraulic,53,1.911,synthetic-v1
DEMO-010,hydraulic,54,1.917,synthetic-v1
DEMO-010,hydraulic,55,1.931,synthetic-v1
DEMO-010,hydraulic,56,1.962,synthetic-v1
DEMO-010,hydraulic,57,2.009,synthetic-v1
DEMO-010,hydraulic,58,2.065,synthetic-v1
DEMO-010,hydraulic,59,2.117,synthetic-v1
DEMO-010,hydraulic,60,2.156,synthetic-v1
DEMO-010,pack,1,0.0,synthetic-v1
DEMO-010,pack,2,0.0,synthetic-v1
DEMO-010,pack,3,0.0,synthetic-v1
DEMO-010,pack,4,0.0,synthetic-v1
DEMO-010,pack,5,0.0,synthetic-v1
DEMO-010,pack,6,0.0,synthetic-v1
DEMO-010,pack,7,0.0,synthetic-v1
DEMO-010,pack,8,0.0,synthetic-v1
DEMO-010,pack,9,0.0,synthetic-v1
DEMO-010,pack,10,0.0,synthetic-v1
DEMO-010,pack,11,0.0,synthetic-v1
DEMO-010,pack,12,0.0,synthetic-v1
DEMO-010,pack,13,0.0,synthetic-v1
DEMO-010,pack,14,0.0,synthetic-v1
DEMO-010,pack,15,0.0,synthetic-v1
DEMO-010,pack,16,0.0,synthetic-v1
DEMO-010,pack,17,0.0,synthetic-v1
DEMO-010,pack,18,0.0,synthetic-v1
DEMO-010,pack,19,0.0,synthetic-v1
DEMO-010,pack,20,0.096,synthetic-v1
DEMO-010,pack,21,0.259,synthetic-v1
DEMO-010,pack,22,0.444,synthetic-v1
DEMO-010,pack,23,0.62,synthetic-v1
DEMO-010,pack,24,0.762,synthetic-v1
DEMO-010,pack,25,0.86,synthetic-v1
DEMO-010,pack,26,0.927,synthetic-v1
DEMO-010,pack,27,0.989,synthetic-v1
DEMO-010,pack,28,1.077,synthetic-v1
DEMO-010,pack,29,1.206,synthetic-v1
DEMO-010,pack,30,1.375,synthetic-v1
DEMO-010,pack,31,1.561,synthetic-v1
DEMO-010,pack,32,1.733,synthetic-v1
DEMO-010,pack,33,1.868,synthetic-v1
DEMO-010,pack,34,1.96,synthetic-v1
DEMO-010,pack,35,2.024,synthetic-v1
DEMO-010,pack,36,2.089,synthetic-v1
DEMO-010,pack,37,2.182,synthetic-v1
DEMO-010,pack,38,2.318,synthetic-v1
DEMO-010,pack,39,2.491,synthetic-v1
DEMO-010,pack,40,2.677,synthetic-v1
DEMO-010,pack,41,2.844,synthetic-v1
DEMO-010,pack,42,2.973,synthetic-v1
DEMO-010,pack,43,3.059,synthetic-v1
DEMO-010,pack,44,3.122,synthetic-v1
DEMO-010,pack,45,3.189,synthetic-v1
DEMO-010,pack,46,3.288,synthetic-v1
DEMO-010,pack,47,3.431,synthetic-v1
DEMO-010,pack,48,3.607,synthetic-v1
DEMO-010,pack,49,3.792,synthetic-v1
DEMO-010,pack,50,3.955,synthetic-v1
DEMO-010,pack,51,4.077,synthetic-v1
DEMO-010,pack,52,4.158,synthetic-v1
DEMO-010,pack,53,4.219,synthetic-v1
DEMO-010,pack,54,4.29,synthetic-v1
DEMO-010,pack,55,4.395,synthetic-v1
DEMO-010,pack,56,4.544,synthetic-v1
DEMO-010,pack,57,4.724,synthetic-v1
DEMO-010,pack,58,4.907,synthetic-v1
DEMO-010,pack,59,5.065,synthetic-v1
DEMO-010,pack,60,5.18,synthetic-v1
DEMO-010,actuator,1,243.58,synthetic-v1
DEMO-010,actuator,2,246.217,synthetic-v1
DEMO-010,actuator,3,249.839,synthetic-v1
DEMO-010,actuator,4,253.792,synthetic-v1
DEMO-010,actuator,5,257.262,synthetic-v1
DEMO-010,actuator,6,259.668,synthetic-v1
DEMO-010,actuator,7,260.943,synthetic-v1
DEMO-010,actuator,8,261.567,synthetic-v1
DEMO-010,actuator,9,262.335,synthetic-v1
DEMO-010,actuator,10,263.971,synthetic-v1
DEMO-010,actuator,11,266.781,synthetic-v1
DEMO-010,actuator,12,270.503,synthetic-v1
DEMO-010,actuator,13,274.434,synthetic-v1
DEMO-010,actuator,14,277.771,synthetic-v1
DEMO-010,actuator,15,279.997,synthetic-v1
DEMO-010,actuator,16,281.132,synthetic-v1
DEMO-010,actuator,17,281.724,synthetic-v1
DEMO-010,actuator,18,282.583,synthetic-v1
DEMO-010,actuator,19,284.389,synthetic-v1
DEMO-010,actuator,20,287.367,synthetic-v1
DEMO-010,actuator,21,291.172,synthetic-v1
DEMO-010,actuator,22,295.063,synthetic-v1
DEMO-010,actuator,23,298.254,synthetic-v1
DEMO-010,actuator,24,300.3,synthetic-v1
DEMO-010,actuator,25,301.308,synthetic-v1
DEMO-010,actuator,26,301.887,synthetic-v1
DEMO-010,actuator,27,302.853,synthetic-v1
DEMO-010,actuator,28,304.836,synthetic-v1
DEMO-010,actuator,29,307.973,synthetic-v1
DEMO-010,actuator,30,311.844,synthetic-v1
DEMO-010,actuator,31,315.675,synthetic-v1
DEMO-010,actuator,32,318.71,synthetic-v1
DEMO-010,actuator,33,320.578,synthetic-v1
DEMO-010,actuator,34,321.473,synthetic-v1
DEMO-010,actuator,35,322.059,synthetic-v1
DEMO-010,actuator,36,323.147,synthetic-v1
DEMO-010,actuator,37,325.309,synthetic-v1
DEMO-010,actuator,38,328.595,synthetic-v1
DEMO-010,actuator,39,332.514,synthetic-v1
DEMO-010,actuator,40,336.268,synthetic-v1
DEMO-010,actuator,41,339.138,synthetic-v1
DEMO-010,actuator,42,340.834,synthetic-v1
DEMO-010,actuator,43,341.632,synthetic-v1
DEMO-010,actuator,44,342.242,synthetic-v1
DEMO-010,actuator,45,343.467,synthetic-v1
DEMO-010,actuator,46,345.809,synthetic-v1
DEMO-010,actuator,47,349.233,synthetic-v1
DEMO-010,actuator,48,353.181,synthetic-v1
DEMO-010,actuator,49,356.84,synthetic-v1
DEMO-010,actuator,50,359.538,synthetic-v1
DEMO-010,actuator,51,361.068,synthetic-v1
DEMO-010,actuator,52,361.786,synthetic-v1
DEMO-010,actuator,53,362.441,synthetic-v1
DEMO-010,actuator,54,363.813,synthetic-v1
DEMO-010,actuator,55,366.334,synthetic-v1
DEMO-010,actuator,56,369.883,synthetic-v1
DEMO-010,actuator,57,373.841,synthetic-v1
DEMO-010,actuator,58,377.39,synthetic-v1
DEMO-010,actuator,59,379.912,synthetic-v1
DEMO-010,actuator,60,381.283,synthetic-v1
DEMO-011,apu,1,30.281,synthetic-v1
DEMO-011,apu,2,30.377,synthetic-v1
DEMO-011,apu,3,30.557,synthetic-v1
DEMO-011,apu,4,30.867,synthetic-v1
DEMO-011,apu,5,31.288,synthetic-v1
DEMO-011,apu,6,31.747,synthetic-v1
DEMO-011,apu,7,32.154,synthetic-v1
DEMO-011,apu,8,32.443,synthetic-v1
DEMO-011,apu,9,32.606,synthetic-v1
DEMO-011,apu,10,32.696,synthetic-v1
DEMO-011,apu,11,32.799,synthetic-v1
DEMO-011,apu,12,32.998,synthetic-v1
DEMO-011,apu,13,33.328,synthetic-v1
DEMO-011,apu,14,33.759,synthetic-v1
DEMO-011,apu,15,34.216,synthetic-v1
DEMO-011,apu,16,34.608,synthetic-v1
DEMO-011,apu,17,34.878,synthetic-v1
DEMO-011,apu,18,35.025,synthetic-v1
DEMO-011,apu,19,35.111,synthetic-v1
DEMO-011,apu,20,35.224,synthetic-v1
DEMO-011,apu,21,35.442,synthetic-v1
DEMO-011,apu,22,35.79,synthetic-v1
DEMO-011,apu,23,36.231,synthetic-v1
DEMO-011,apu,24,36.684,synthetic-v1
DEMO-011,apu,25,37.06,synthetic-v1
DEMO-011,apu,26,37.309,synthetic-v1
DEMO-011,apu,27,37.443,synthetic-v1
DEMO-011,apu,28,37.526,synthetic-v1
DEMO-011,apu,29,37.652,synthetic-v1
DEMO-011,apu,30,37.889,synthetic-v1
DEMO-011,apu,31,38.255,synthetic-v1
DEMO-011,apu,32,38.704,synthetic-v1
DEMO-011,apu,33,39.15,synthetic-v1
DEMO-011,apu,34,39.509,synthetic-v1
DEMO-011,apu,35,39.738,synthetic-v1
DEMO-011,apu,36,39.859,synthetic-v1
DEMO-011,apu,37,39.943,synthetic-v1
DEMO-011,apu,38,40.082,synthetic-v1
DEMO-011,apu,39,40.339,synthetic-v1
DEMO-011,apu,40,40.722,synthetic-v1
DEMO-011,apu,41,41.176,synthetic-v1
DEMO-011,apu,42,41.614,synthetic-v1
DEMO-011,apu,43,41.954,synthetic-v1
DEMO-011,apu,44,42.165,synthetic-v1
DEMO-011,apu,45,42.274,synthetic-v1
DEMO-011,apu,46,42.361,synthetic-v1
DEMO-011,apu,47,42.515,synthetic-v1
DEMO-011,apu,48,42.792,synthetic-v1
DEMO-011,apu,49,43.19,synthetic-v1
DEMO-011,apu,50,43.648,synthetic-v1
DEMO-011,apu,51,44.075,synthetic-v1
DEMO-011,apu,52,44.397,synthetic-v1
DEMO-011,apu,53,44.589,synthetic-v1
DEMO-011,apu,54,44.689,synthetic-v1
DEMO-011,apu,55,44.781,synthetic-v1
DEMO-011,apu,56,44.95,synthetic-v1
DEMO-011,apu,57,45.248,synthetic-v1
DEMO-011,apu,58,45.66,synthetic-v1
DEMO-011,apu,59,46.119,synthetic-v1
DEMO-011,apu,60,46.534,synthetic-v1
DEMO-011,brakes,1,7.588,synthetic-v1
DEMO-011,brakes,2,7.597,synthetic-v1
DEMO-011,brakes,3,7.654,synthetic-v1
DEMO-011,brakes,4,7.76,synthetic-v1
DEMO-011,brakes,5,7.895,synthetic-v1
DEMO-011,brakes,6,8.024,synthetic-v1
DEMO-011,brakes,7,8.113,synthetic-v1
DEMO-011,brakes,8,8.149,synthetic-v1
DEMO-011,brakes,9,8.146,synthetic-v1
DEMO-011,brakes,10,8.134,synthetic-v1
DEMO-011,brakes,11,8.149,synthetic-v1
DEMO-011,brakes,12,8.214,synthetic-v1
DEMO-011,brakes,13,8.327,synthetic-v1
DEMO-011,brakes,14,8.463,synthetic-v1
DEMO-011,brakes,15,8.587,synthetic-v1
DEMO-011,brakes,16,8.668,synthetic-v1
DEMO-011,brakes,17,8.698,synthetic-v1
DEMO-011,brakes,18,8.691,synthetic-v1
DEMO-011,brakes,19,8.681,synthetic-v1
DEMO-011,brakes,20,8.702,synthetic-v1
DEMO-011,brakes,21,8.775,synthetic-v1
DEMO-011,brakes,22,8.893,synthetic-v1
DEMO-011,brakes,23,9.03,synthetic-v1
DEMO-011,brakes,24,9.149,synthetic-v1
DEMO-011,brakes,25,9.223,synthetic-v1
DEMO-011,brakes,26,9.245,synthetic-v1
DEMO-011,brakes,27,9.236,synthetic-v1
DEMO-011,brakes,28,9.228,synthetic-v1
DEMO-011,brakes,29,9.257,synthetic-v1
DEMO-011,brakes,30,9.337,synthetic-v1
DEMO-011,brakes,31,9.461,synthetic-v1
DEMO-011,brakes,32,9.597,synthetic-v1
DEMO-011,brakes,33,9.711,synthetic-v1
DEMO-011,brakes,34,9.776,synthetic-v1
DEMO-011,brakes,35,9.792,synthetic-v1
DEMO-011,brakes,36,9.78,synthetic-v1
DEMO-011,brakes,37,9.777,synthetic-v1
DEMO-011,brakes,38,9.812,synthetic-v1
DEMO-011,brakes,39,9.9,synthetic-v1
DEMO-011,brakes,40,10.028,synthetic-v1
DEMO-011,brakes,41,10.163,synthetic-v1
DEMO-011,brakes,42,10.271,synthetic-v1
DEMO-011,brakes,43,10.328,synthetic-v1
DEMO-011,brakes,44,10.338,synthetic-v1
DEMO-011,brakes,45,10.325,synthetic-v1
DEMO-011,brakes,46,10.326,synthetic-v1
DEMO-011,brakes,47,10.369,synthetic-v1
DEMO-011,brakes,48,10.465,synthetic-v1
DEMO-011,brakes,49,10.596,synthetic-v1
DEMO-011,brakes,50,10.729,synthetic-v1
DEMO-011,brakes,51,10.83,synthetic-v1
DEMO-011,brakes,52,10.879,synthetic-v1
DEMO-011,brakes,53,10.884,synthetic-v1
DEMO-011,brakes,54,10.87,synthetic-v1
DEMO-011,brakes,55,10.876,synthetic-v1
DEMO-011,brakes,56,10.927,synthetic-v1
DEMO-011,brakes,57,11.03,synthetic-v1
DEMO-011,brakes,58,11.163,synthetic-v1
DEMO-011,brakes,59,11.294,synthetic-v1
DEMO-011,brakes,60,11.388,synthetic-v1
DEMO-011,hydraulic,1,1.0,synthetic-v1
DEMO-011,hydraulic,2,1.0,synthetic-v1
DEMO-011,hydraulic,3,1.0,synthetic-v1
DEMO-011,hydraulic,4,1.0,synthetic-v1
DEMO-011,hydraulic,5,1.0,synthetic-v1
DEMO-011,hydraulic,6,1.0,synthetic-v1
DEMO-011,hydraulic,7,1.0,synthetic-v1
DEMO-011,hydraulic,8,1.0,synthetic-v1
DEMO-011,hydraulic,9,1.0,synthetic-v1
DEMO-011,hydraulic,10,1.0,synthetic-v1
DEMO-011,hydraulic,11,1.0,synthetic-v1
DEMO-011,hydraulic,12,1.0,synthetic-v1
DEMO-011,hydraulic,13,1.0,synthetic-v1
DEMO-011,hydraulic,14,1.047,synthetic-v1
DEMO-011,hydraulic,15,1.089,synthetic-v1
DEMO-011,hydraulic,16,1.114,synthetic-v1
DEMO-011,hydraulic,17,1.129,synthetic-v1
DEMO-011,hydraulic,18,1.145,synthetic-v1
DEMO-011,hydraulic,19,1.173,synthetic-v1
DEMO-011,hydraulic,20,1.219,synthetic-v1
DEMO-011,hydraulic,21,1.279,synthetic-v1
DEMO-011,hydraulic,22,1.342,synthetic-v1
DEMO-011,hydraulic,23,1.398,synthetic-v1
DEMO-011,hydraulic,24,1.437,synthetic-v1
DEMO-011,hydraulic,25,1.46,synthetic-v1
DEMO-011,hydraulic,26,1.474,synthetic-v1
DEMO-011,hydraulic,27,1.491,synthetic-v1
DEMO-011,hydraulic,28,1.522,synthetic-v1
DEMO-011,hydraulic,29,1.571,synthetic-v1
DEMO-011,hydraulic,30,1.632,synthetic-v1
DEMO-011,hydraulic,31,1.695,synthetic-v1
DEMO-011,hydraulic,32,1.748,synthetic-v1
DEMO-011,hydraulic,33,1.785,synthetic-v1
DEMO-011,hydraulic,34,1.806,synthetic-v1
DEMO-011,hydraulic,35,1.82,synthetic-v1
DEMO-011,hydraulic,36,1.838,synthetic-v1
DEMO-011,hydraulic,37,1.872,synthetic-v1
DEMO-011,hydraulic,38,1.923,synthetic-v1
DEMO-011,hydraulic,39,1.985,synthetic-v1
DEMO-011,hydraulic,40,2.047,synthetic-v1
DEMO-011,hydraulic,41,2.098,synthetic-v1
DEMO-011,hydraulic,42,2.132,synthetic-v1
DEMO-011,hydraulic,43,2.151,synthetic-v1
DEMO-011,hydraulic,44,2.165,synthetic-v1
DEMO-011,hydraulic,45,2.186,synthetic-v1
DEMO-011,hydraulic,46,2.222,synthetic-v1
DEMO-011,hydraulic,47,2.275,synthetic-v1
DEMO-011,hydraulic,48,2.338,synthetic-v1
DEMO-011,hydraulic,49,2.399,synthetic-v1
DEMO-011,hydraulic,50,2.448,synthetic-v1
DEMO-011,hydraulic,51,2.479,synthetic-v1
DEMO-011,hydraulic,52,2.497,synthetic-v1
DEMO-011,hydraulic,53,2.511,synthetic-v1
DEMO-011,hydraulic,54,2.533,synthetic-v1
DEMO-011,hydraulic,55,2.572,synthetic-v1
DEMO-011,hydraulic,56,2.627,synthetic-v1
DEMO-011,hydraulic,57,2.691,synthetic-v1
DEMO-011,hydraulic,58,2.751,synthetic-v1
DEMO-011,hydraulic,59,2.797,synthetic-v1
DEMO-011,hydraulic,60,2.826,synthetic-v1
DEMO-011,pack,1,3.289,synthetic-v1
DEMO-011,pack,2,3.377,synthetic-v1
DEMO-011,pack,3,3.494,synthetic-v1
DEMO-011,pack,4,3.61,synthetic-v1
DEMO-011,pack,5,3.699,synthetic-v1
DEMO-011,pack,6,3.744,synthetic-v1
DEMO-011,pack,7,3.753,synthetic-v1
DEMO-011,pack,8,3.748,synthetic-v1
DEMO-011,pack,9,3.761,synthetic-v1
DEMO-011,pack,10,3.813,synthetic-v1
DEMO-011,pack,11,3.907,synthetic-v1
DEMO-011,pack,12,4.025,synthetic-v1
DEMO-011,pack,13,4.139,synthetic-v1
DEMO-011,pack,14,4.222,synthetic-v1
DEMO-011,pack,15,4.261,synthetic-v1
DEMO-011,pack,16,4.266,synthetic-v1
DEMO-011,pack,17,4.262,synthetic-v1
DEMO-011,pack,18,4.279,synthetic-v1
DEMO-011,pack,19,4.338,synthetic-v1
DEMO-011,pack,20,4.437,synthetic-v1
DEMO-011,pack,21,4.557,synthetic-v1
DEMO-011,pack,22,4.668,synthetic-v1
DEMO-011,pack,23,4.744,synthetic-v1
DEMO-011,pack,24,4.777,synthetic-v1
DEMO-011,pack,25,4.778,synthetic-v1
DEMO-011,pack,26,4.776,synthetic-v1
DEMO-011,pack,27,4.799,synthetic-v1
DEMO-011,pack,28,4.864,synthetic-v1
DEMO-011,pack,29,4.968,synthetic-v1
DEMO-011,pack,30,5.088,synthetic-v1
DEMO-011,pack,31,5.195,synthetic-v1
DEMO-011,pack,32,5.265,synthetic-v1
DEMO-011,pack,33,5.292,synthetic-v1
DEMO-011,pack,34,5.291,synthetic-v1
DEMO-011,pack,35,5.29,synthetic-v1
DEMO-011,pack,36,5.319,synthetic-v1
DEMO-011,pack,37,5.39,synthetic-v1
DEMO-011,pack,38,5.499,synthetic-v1
DEMO-011,pack,39,5.619,synthetic-v1
DEMO-011,pack,40,5.722,synthetic-v1
DEMO-011,pack,41,5.785,synthetic-v1
DEMO-011,pack,42,5.806,synthetic-v1
DEMO-011,pack,43,5.803,synthetic-v1
DEMO-011,pack,44,5.805,synthetic-v1
DEMO-011,pack,45,5.84,synthetic-v1
DEMO-011,pack,46,5.918,synthetic-v1
DEMO-011,pack,47,6.03,synthetic-v1
DEMO-011,pack,48,6.15,synthetic-v1
DEMO-011,pack,49,6.247,synthetic-v1
DEMO-011,pack,50,6.304,synthetic-v1
DEMO-011,pack,51,6.32,synthetic-v1
DEMO-011,pack,52,6.316,synthetic-v1
DEMO-011,pack,53,6.321,synthetic-v1
DEMO-011,pack,54,6.362,synthetic-v1
DEMO-011,pack,55,6.447,synthetic-v1
DEMO-011,pack,56,6.562,synthetic-v1
DEMO-011,pack,57,6.68,synthetic-v1
DEMO-011,pack,58,6.772,synthetic-v1
DEMO-011,pack,59,6.822,synthetic-v1
DEMO-011,pack,60,6.833,synthetic-v1
DEMO-011,actuator,1,259.507,synthetic-v1
DEMO-011,actuator,2,263.95,synthetic-v1
DEMO-011,actuator,3,268.234,synthetic-v1
DEMO-011,actuator,4,271.638,synthetic-v1
DEMO-011,actuator,5,273.867,synthetic-v1
DEMO-011,actuator,6,275.196,synthetic-v1
DEMO-011,actuator,7,276.331,synthetic-v1
DEMO-011,actuator,8,278.076,synthetic-v1
DEMO-011,actuator,9,280.937,synthetic-v1
DEMO-011,actuator,10,284.882,synthetic-v1
DEMO-011,actuator,11,289.356,synthetic-v1
DEMO-011,actuator,12,293.546,synthetic-v1
DEMO-011,actuator,13,296.778,synthetic-v1
DEMO-011,actuator,14,298.841,synthetic-v1
DEMO-011,actuator,15,300.088,synthetic-v1
DEMO-011,actuator,16,301.267,synthetic-v1
DEMO-011,actuator,17,303.159,synthetic-v1
DEMO-011,actuator,18,306.2,synthetic-v1
DEMO-011,actuator,19,310.27,synthetic-v1
DEMO-011,actuator,20,314.754,synthetic-v1
DEMO-011,actuator,21,318.835,synthetic-v1
DEMO-011,actuator,22,321.891,synthetic-v1
DEMO-011,actuator,23,323.796,synthetic-v1
DEMO-011,actuator,24,324.979,synthetic-v1
DEMO-011,actuator,25,326.22,synthetic-v1
DEMO-011,actuator,26,328.27,synthetic-v1
DEMO-011,actuator,27,331.487,synthetic-v1
DEMO-011,actuator,28,335.668,synthetic-v1
DEMO-011,actuator,29,340.143,synthetic-v1
DEMO-011,actuator,30,344.1,synthetic-v1
DEMO-011,actuator,31,346.976,synthetic-v1
DEMO-011,actuator,32,348.733,synthetic-v1
DEMO-011,actuator,33,349.872,synthetic-v1
DEMO-011,actuator,34,351.192,synthetic-v1
DEMO-011,actuator,35,353.408,synthetic-v1
DEMO-011,actuator,36,356.797,synthetic-v1
DEMO-011,actuator,37,361.073,synthetic-v1
DEMO-011,actuator,38,365.52,synthetic-v1
DEMO-011,actuator,39,369.339,synthetic-v1
DEMO-011,actuator,40,372.035,synthetic-v1
DEMO-011,actuator,41,373.656,synthetic-v1
DEMO-011,actuator,42,374.768,synthetic-v1
DEMO-011,actuator,43,376.186,synthetic-v1
DEMO-011,actuator,44,378.573,synthetic-v1
DEMO-011,actuator,45,382.128,synthetic-v1
DEMO-011,actuator,46,386.482,synthetic-v1
DEMO-011,actuator,47,390.882,synthetic-v1
DEMO-011,actuator,48,394.552,synthetic-v1
DEMO-011,actuator,49,397.069,synthetic-v1
DEMO-011,actuator,50,398.567,synthetic-v1
DEMO-011,actuator,51,399.672,synthetic-v1
DEMO-011,actuator,52,401.202,synthetic-v1
DEMO-011,actuator,53,403.766,synthetic-v1
DEMO-011,actuator,54,407.477,synthetic-v1
DEMO-011,actuator,55,411.892,synthetic-v1
DEMO-011,actuator,56,416.227,synthetic-v1
DEMO-011,actuator,57,419.738,synthetic-v1
DEMO-011,actuator,58,422.079,synthetic-v1
DEMO-011,actuator,59,423.469,synthetic-v1
DEMO-011,actuator,60,424.586,synthetic-v1
DEMO-012,apu,1,31.752,synthetic-v1
DEMO-012,apu,2,31.993,synthetic-v1
DEMO-012,apu,3,32.362,synthetic-v1
DEMO-012,apu,4,32.842,synthetic-v1
DEMO-012,apu,5,33.359,synthetic-v1
DEMO-012,apu,6,33.824,synthetic-v1
DEMO-012,apu,7,34.17,synthetic-v1
DEMO-012,apu,8,34.391,synthetic-v1
DEMO-012,apu,9,34.539,synthetic-v1
DEMO-012,apu,10,34.702,synthetic-v1
DEMO-012,apu,11,34.96,synthetic-v1
DEMO-012,apu,12,35.349,synthetic-v1
DEMO-012,apu,13,35.84,synthetic-v1
DEMO-012,apu,14,36.355,synthetic-v1
DEMO-012,apu,15,36.805,synthetic-v1
DEMO-012,apu,16,37.131,synthetic-v1
DEMO-012,apu,17,37.336,synthetic-v1
DEMO-012,apu,18,37.48,synthetic-v1
DEMO-012,apu,19,37.653,synthetic-v1
DEMO-012,apu,20,37.931,synthetic-v1
DEMO-012,apu,21,38.338,synthetic-v1
DEMO-012,apu,22,38.839,synthetic-v1
DEMO-012,apu,23,39.349,synthetic-v1
DEMO-012,apu,24,39.783,synthetic-v1
DEMO-012,apu,25,40.089,synthetic-v1
DEMO-012,apu,26,40.28,synthetic-v1
DEMO-012,apu,27,40.423,synthetic-v1
DEMO-012,apu,28,40.607,synthetic-v1
DEMO-012,apu,29,40.904,synthetic-v1
DEMO-012,apu,30,41.33,synthetic-v1
DEMO-012,apu,31,41.837,synthetic-v1
DEMO-012,apu,32,42.342,synthetic-v1
DEMO-012,apu,33,42.758,synthetic-v1
DEMO-012,apu,34,43.045,synthetic-v1
DEMO-012,apu,35,43.223,synthetic-v1
DEMO-012,apu,36,43.366,synthetic-v1
DEMO-012,apu,37,43.564,synthetic-v1
DEMO-012,apu,38,43.881,synthetic-v1
DEMO-012,apu,39,44.323,synthetic-v1
DEMO-012,apu,40,44.836,synthetic-v1
DEMO-012,apu,41,45.332,synthetic-v1
DEMO-012,apu,42,45.73,synthetic-v1
DEMO-012,apu,43,45.998,synthetic-v1
DEMO-012,apu,44,46.165,synthetic-v1
DEMO-012,apu,45,46.311,synthetic-v1
DEMO-012,apu,46,46.524,synthetic-v1
DEMO-012,apu,47,46.86,synthetic-v1
DEMO-012,apu,48,47.318,synthetic-v1
DEMO-012,apu,49,47.835,synthetic-v1
DEMO-012,apu,50,48.32,synthetic-v1
DEMO-012,apu,51,48.699,synthetic-v1
DEMO-012,apu,52,48.948,synthetic-v1
DEMO-012,apu,53,49.106,synthetic-v1
DEMO-012,apu,54,49.257,synthetic-v1
DEMO-012,apu,55,49.486,synthetic-v1
